PLAYER_NAME,GROUP_SET,GROUP_VALUE,TEAM_ID,TEAM_ABBREVIATION,MAX_GAME_DATE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK
Kyrie Irving,By Year,2022-23,-1,TOT,2023-04-05T00:00:00,60,32,28,0.533,37.3,9.9,20.1,0.494,3.1,8.3,0.379,4.1,4.6,0.905,1.0,4.1,5.1,5.5,2.1,1.1,0.8,0.9,2.8,3.6,27.1,3.7,44.8,5,0,44.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Kyrie Irving,By Year,2022-23,1610612742,DAL,2023-04-05T00:00:00,20,8,12,0.4,38.1,9.8,19.2,0.51,2.9,7.4,0.392,4.5,4.7,0.947,1.1,4.0,5.0,6.0,1.9,1.3,0.6,1.0,2.8,3.7,27.0,4.8,45.7,2,0,44.6,14,14,14,11,1,5,7,1,4,3,11,2,5,1,4,4,3,4,14,10,3,6,1,5,4,3,2,10,4,4
Kyrie Irving,By Year,2022-23,1610612751,BKN,2023-02-01T00:00:00,40,24,16,0.6,36.9,10.0,20.5,0.486,3.3,8.7,0.374,4.0,4.5,0.883,1.0,4.2,5.1,5.3,2.3,1.0,0.8,0.9,2.7,3.6,27.1,3.2,44.4,3,0,44.4,12,10,11,7,3,3,3,6,2,1,13,8,7,10,6,2,2,10,12,15,1,7,3,8,3,10,5,8,4,5
Kyrie Irving,By Year,2021-22,1610612751,BKN,2022-04-10T00:00:00,29,14,15,0.483,37.6,10.0,21.2,0.469,3.4,8.2,0.418,4.1,4.4,0.915,0.6,3.8,4.4,5.8,2.5,1.4,0.6,0.9,2.8,3.8,27.4,4.2,44.8,2,0,45.0,13,13,13,10,2,2,1,10,1,2,1,7,8,5,14,6,8,8,6,5,4,8,2,3,1,8,4,10,4,2
Kyrie Irving,By Year,2020-21,1610612751,BKN,2021-05-16T00:00:00,54,36,18,0.667,34.9,10.2,20.1,0.506,2.8,7.0,0.402,3.7,4.0,0.922,1.0,3.8,4.8,6.0,2.4,1.4,0.7,1.0,2.6,3.4,26.9,4.2,45.5,8,0,44.6,8,7,10,5,9,1,4,2,6,7,5,11,11,2,5,7,7,4,9,6,2,5,5,9,5,7,3,2,4,3
Kyrie Irving,By Year,2019-20,1610612751,BKN,2020-02-01T00:00:00,20,8,12,0.4,32.9,10.0,20.8,0.478,2.8,7.1,0.394,4.7,5.1,0.922,1.1,4.1,5.2,6.4,2.6,1.4,0.5,0.8,2.7,4.8,27.4,-0.4,46.1,3,1,45.5,14,14,14,11,12,3,2,7,7,6,10,1,1,3,2,3,1,2,4,7,6,11,4,1,2,12,1,8,1,1
Jalen Brunson,By Year,2023-24,1610612752,NYK,2024-04-14T00:00:00,77,49,28,0.636,35.4,10.3,21.4,0.479,2.7,6.8,0.401,5.5,6.5,0.847,0.6,3.1,3.6,6.7,2.4,0.9,0.2,0.8,1.9,6.2,28.7,6.6,44.0,9,0,44.0,2,2,3,1,1,1,1,5,1,1,3,2,2,1,2,2,2,2,2,2,2,1,4,2,1,1,1,2,1,1
Jalen Brunson,By Year,2022-23,1610612752,NYK,2023-04-02T00:00:00,68,40,28,0.588,35.0,8.6,17.6,0.491,2.0,4.7,0.416,4.8,5.8,0.829,0.6,3.0,3.5,6.2,2.1,0.9,0.2,0.8,2.2,5.7,24.0,2.2,38.8,5,0,38.0,4,3,3,5,3,3,3,3,3,3,1,3,3,3,1,4,3,3,3,3,1,3,1,3,3,6,3,4,1,3
Jalen Brunson,By Year,2021-22,1610612742,DAL,2022-04-10T00:00:00,79,50,29,0.633,31.9,6.4,12.8,0.502,1.2,3.2,0.373,2.3,2.7,0.84,0.5,3.4,3.9,4.8,1.6,0.8,0.0,0.5,1.9,3.4,16.3,2.9,29.2,7,0,27.9,1,1,2,2,4,4,4,2,5,4,5,4,4,2,3,1,1,4,4,4,6,5,3,4,4,3,4,3,1,4
Jalen Brunson,By Year,2020-21,1610612742,DAL,2021-05-16T00:00:00,68,40,28,0.588,25.0,4.8,9.2,0.523,1.2,2.9,0.405,1.8,2.2,0.795,0.4,3.0,3.4,3.5,1.2,0.5,0.0,0.3,1.6,2.6,12.6,2.4,22.4,1,0,21.8,4,3,3,5,5,5,5,1,4,5,2,5,5,6,5,3,4,5,6,5,7,6,6,5,5,4,5,7,1,5
Jalen Brunson,By Year,2019-20,1610612742,DAL,2020-02-22T00:00:00,57,34,23,0.596,17.9,3.2,6.8,0.466,0.8,2.1,0.358,1.1,1.3,0.813,0.4,2.0,2.4,3.3,1.2,0.4,0.1,0.2,1.3,2.1,8.2,3.0,16.2,2,0,15.5,7,6,7,4,7,7,7,7,7,7,6,7,7,5,6,7,6,6,7,7,4,7,7,7,7,2,7,6,1,7
Jamal Murray,By Year,2023-24,1610612743,DEN,2024-04-14T00:00:00,59,44,15,0.746,31.5,8.0,16.7,0.481,2.5,5.8,0.425,2.7,3.1,0.853,0.7,3.4,4.1,6.5,2.1,1.0,0.7,0.9,1.8,2.7,21.2,5.3,38.6,11,0,37.5,6,3,8,1,7,1,2,1,3,4,1,6,6,6,6,1,2,1,5,6,1,1,5,5,3,2,1,1,2,1
Jamal Murray,By Year,2022-23,1610612743,DEN,2023-04-08T00:00:00,65,43,22,0.662,32.8,7.3,16.0,0.454,2.6,6.6,0.398,2.8,3.3,0.833,0.7,3.2,4.0,6.2,2.2,1.0,0.2,0.5,1.6,2.8,20.0,4.6,35.5,5,1,35.2,5,4,5,2,3,4,4,5,2,1,3,4,2,8,5,6,5,2,2,4,8,6,7,4,4,4,4,2,1,4
Jamal Murray,By Year,2020-21,1610612743,DEN,2021-04-12T00:00:00,48,31,17,0.646,35.5,7.9,16.5,0.477,2.7,6.6,0.408,2.8,3.2,0.869,0.8,3.3,4.0,4.8,2.3,1.3,0.3,0.5,2.0,3.3,21.2,6.3,35.8,1,0,36.0,8,8,7,4,2,3,3,2,1,2,2,3,3,5,3,3,3,6,1,2,7,5,3,1,2,1,3,6,2,3
Jamal Murray,By Year,2019-20,1610612743,DEN,2020-08-14T00:00:00,59,38,21,0.644,32.3,6.9,15.2,0.456,1.9,5.5,0.346,2.8,3.1,0.881,0.8,3.2,4.0,4.8,2.2,1.1,0.3,0.5,1.7,3.0,18.5,4.1,32.6,3,0,32.1,6,7,6,5,5,5,6,4,7,6,7,5,4,4,4,4,4,5,3,3,6,7,6,3,5,5,5,5,2,5
Draymond Green,By Year,2023-24,1610612744,GSW,2024-04-12T00:00:00,55,33,22,0.6,27.1,3.4,6.8,0.497,0.9,2.3,0.395,1.0,1.3,0.73,1.4,5.9,7.2,6.0,2.5,1.0,0.9,0.3,3.0,2.2,8.6,3.1,29.5,10,1,26.5,11,12,7,9,11,6,7,3,6,8,1,11,12,5,3,9,7,9,8,12,9,5,5,6,6,10,10,7,6,10
Draymond Green,By Year,2022-23,1610612744,GSW,2023-04-09T00:00:00,73,41,32,0.562,31.5,3.4,6.5,0.527,0.5,1.8,0.305,1.1,1.5,0.713,0.9,6.3,7.2,6.8,2.8,1.0,0.8,0.3,3.1,2.0,8.5,4.7,30.1,11,0,26.7,6,9,3,11,5,5,8,1,10,11,7,9,9,6,10,7,8,7,5,11,10,10,3,7,7,5,8,6,10,9
Draymond Green,By Year,2021-22,1610612744,GSW,2022-04-10T00:00:00,46,34,12,0.739,28.9,2.9,5.6,0.525,0.3,1.2,0.296,1.3,2.0,0.659,1.0,6.3,7.3,7.0,3.0,1.3,1.1,0.3,3.0,2.0,7.5,4.2,30.9,4,1,27.0,12,11,12,4,9,8,12,2,12,12,9,7,6,13,8,6,5,5,2,9,5,6,8,8,9,7,7,11,6,7
Draymond Green,By Year,2020-21,1610612744,GSW,2021-05-16T00:00:00,63,35,28,0.556,31.5,2.7,6.0,0.447,0.5,2.0,0.27,1.1,1.4,0.795,0.9,6.2,7.1,8.9,3.0,1.7,0.8,0.2,3.1,1.9,7.0,3.8,33.4,17,6,28.5,10,10,5,12,6,11,10,6,11,10,12,8,10,2,11,8,9,1,3,2,11,12,4,11,11,9,5,4,2,5
Draymond Green,By Year,2019-20,1610612744,GSW,2020-02-27T00:00:00,43,10,33,0.233,28.4,2.9,7.3,0.389,0.8,3.0,0.279,1.5,1.9,0.759,0.5,5.7,6.2,6.2,2.3,1.4,0.8,0.3,2.6,1.9,8.0,-4.5,28.9,8,2,25.5,13,13,2,13,10,9,6,12,7,6,11,6,7,4,13,10,10,8,10,7,12,9,12,9,8,13,11,8,5,11
